,PUMFID,AGEGR10,SEX,MARSTAT,PRV,LUC_RST,EHG_ALL,GTU_110,GTU_130,DUR01,DUR05,DUR06,DURS200,DURL313,DUR08,DUR13,DUR14,DUR15,MRW_20,MRW_30,MRW_40,MRW_D40A,MRW_D40B,EDM_02,TST_01,TCS_110,TCS_120,TCS_150,TCS_200
9123,19123,3,1,1,48,2,3,1,4,590,45,75,60,0,0,0,0,0,6,6,6,1,1,6,2,2,2,2,2
9124,19124,6,2,3,35,1,6,6,6,530,0,195,995,0,0,0,0,0,6,2,2,2,2,6,8,2,2,2,2
9125,19125,4,2,5,12,1,5,1,6,450,0,0,160,90,525,0,0,0,6,6,6,1,1,6,3,2,1,1,2
9126,19126,4,2,1,59,1,4,1,1,640,10,55,50,0,0,0,0,0,6,6,1,1,2,6,1,1,2,2,2
9127,19127,5,2,5,35,1,4,2,2,630,110,0,1260,40,0,0,0,0,6,6,6,1,1,6,2,2,2,1,2
9128,19128,1,2,2,46,1,99,3,3,495,80,20,80,0,0,0,0,0,6,6,6,1,1,2,1,1,2,1,2
9129,19129,5,2,3,24,1,6,2,4,465,75,300,1200,50,90,0,0,0,6,6,6,1,1,6,8,2,1,2,2
9130,19130,6,2,1,12,1,7,2,5,545,30,45,635,105,0,0,0,0,6,2,2,2,2,6,8,2,2,2,2
9131,19131,6,1,1,24,1,2,4,6,390,0,120,365,25,0,0,0,0,6,2,1,1,2,6,8,2,2,2,2
9132,19132,6,2,3,35,1,4,4,6,465,120,0,1140,120,0,0,0,0,6,2,2,2,2,6,8,2,2,2,2
9133,19133,1,2,6,13,1,2,2,1,600,20,90,740,0,0,310,0,0,1,2,1,1,2,1,6,1,2,1,2
9134,19134,3,2,1,59,1,2,3,4,510,0,60,450,450,0,0,0,0,6,6,6,1,1,6,4,2,2,2,2
9135,19135,4,1,1,13,1,7,1,2,475,0,50,225,65,275,0,0,0,6,6,6,1,1,6,2,2,2,2,2
9136,19136,7,2,1,24,1,4,3,5,600,30,90,225,45,0,0,0,0,6,2,2,2,2,6,8,1,2,1,1
9137,19137,4,2,6,12,1,2,6,6,735,20,40,1260,0,0,0,0,0,6,2,2,2,2,6,8,2,2,1,2
9138,19138,5,1,1,35,1,4,2,4,450,0,130,170,140,575,0,0,0,6,6,6,1,1,6,3,2,2,2,2
9139,19139,2,1,1,47,1,6,1,4,420,45,255,825,45,525,0,0,0,6,6,6,1,1,6,7,2,1,2,2
9140,19140,6,2,1,35,1,2,4,6,515,90,35,105,0,0,0,0,0,6,2,2,2,2,6,8,2,2,2,2
9141,19141,4,1,5,48,2,4,2,5,510,0,0,1320,0,810,0,0,0,6,6,6,1,1,6,8,2,2,1,2
9142,19142,6,1,1,35,2,4,4,6,480,0,225,390,60,0,0,0,0,6,2,2,2,2,6,1,1,2,2,2
9143,19143,7,2,1,13,2,1,1,6,570,30,60,0,0,0,0,0,0,6,2,2,2,2,6,8,2,1,2,2
9144,19144,5,1,1,13,1,2,6,1,570,60,0,645,240,0,0,0,0,6,2,2,2,2,6,8,2,2,2,2
9145,19145,1,2,6,59,1,4,2,2,600,0,70,645,45,0,260,0,85,1,2,1,1,2,1,7,2,2,1,2
9146,19146,5,1,3,13,2,1,6,1,765,60,20,1110,0,0,0,0,0,6,2,2,2,2,6,8,1,2,2,2
9147,19147,7,2,5,35,1,2,2,6,550,40,30,1290,20,0,0,0,0,6,2,2,2,2,6,8,2,2,2,2
9148,19148,3,2,1,35,1,6,1,6,500,0,0,345,0,0,0,0,0,6,6,6,1,1,6,1,2,1,1,1
9149,19149,3,2,2,59,1,7,1,6,395,30,70,0,0,0,0,0,0,6,6,6,1,1,6,1,2,2,1,1
9150,19150,4,1,1,35,1,2,1,6,570,0,50,1300,0,0,0,0,0,6,2,2,2,2,6,8,2,2,2,2
9151,19151,7,2,3,24,1,6,4,3,300,60,65,1335,30,0,0,0,0,6,2,2,2,2,6,8,2,2,2,2
9152,19152,6,1,1,35,2,2,6,3,420,0,60,750,0,0,0,0,0,6,2,1,1,2,6,1,1,2,2,2
9153,19153,5,2,2,24,1,1,1,6,680,30,55,125,0,350,0,0,0,6,6,6,1,1,6,8,1,2,2,2
9154,19154,6,1,1,59,1,98,1,6,465,135,0,515,0,285,0,0,0,6,6,6,1,1,6,8,2,2,2,2
9155,19155,7,2,3,48,1,1,5,6,585,45,60,1440,20,0,0,0,0,6,2,2,2,2,6,8,2,2,2,2
9156,19156,5,2,1,48,1,7,2,3,345,90,60,880,115,0,0,0,0,6,6,6,1,1,6,2,2,2,2,2
9157,19157,2,1,1,13,1,7,2,4,335,60,45,915,75,570,0,0,0,6,6,6,1,1,6,3,2,1,1,2
9158,19158,5,2,2,35,1,3,2,6,585,60,90,500,60,0,0,0,0,6,2,1,1,2,6,1,2,2,2,2
9159,19159,1,1,6,47,1,1,2,2,600,0,390,0,0,0,0,0,0,1,2,2,2,2,1,8,2,2,2,1
9160,19160,3,2,1,12,1,99,1,3,780,0,30,0,0,390,0,0,0,6,9,9,2,2,6,99,9,9,9,9
9161,19161,6,2,5,47,1,2,6,1,530,0,130,0,0,0,0,0,0,6,6,6,1,1,6,1,1,2,2,2
9162,19162,6,1,3,10,2,2,6,6,560,45,120,1140,60,0,0,0,0,6,2,2,2,2,6,1,2,2,2,2
9163,19163,7,1,1,35,1,2,6,2,560,10,50,70,20,0,0,0,0,6,2,2,2,2,6,8,2,2,2,2
9164,19164,6,2,5,13,1,7,5,6,530,0,0,1065,60,0,0,0,0,6,2,2,2,2,6,8,2,2,2,2
9165,19165,7,2,1,10,1,3,2,6,480,0,270,480,140,0,0,0,0,6,2,2,2,2,6,8,2,1,2,2
9166,19166,6,2,1,13,1,4,4,4,420,45,200,405,0,0,0,0,0,6,2,2,2,2,6,1,2,2,2,2
9167,19167,5,2,1,35,1,7,4,3,600,0,180,460,35,0,0,0,0,6,2,2,2,2,6,1,2,2,2,2
9168,19168,2,2,5,35,1,4,1,5,600,130,0,665,80,0,0,0,0,6,6,6,1,1,6,5,2,1,2,2
9169,19169,4,1,1,24,1,1,2,2,415,0,35,40,60,560,0,0,0,6,6,6,1,1,6,2,2,2,2,2
9170,19170,5,1,6,59,1,6,3,6,510,0,30,1260,0,420,0,0,0,6,6,6,1,1,6,1,1,2,2,2
9171,19171,6,2,6,35,1,2,6,6,540,90,45,1440,20,0,0,0,0,6,2,2,2,2,6,8,2,2,2,2
9172,19172,4,2,1,35,1,6,6,6,660,155,70,945,0,0,0,0,0,6,2,1,1,2,6,1,1,1,1,1
9173,19173,3,2,6,47,2,4,1,6,600,0,60,270,0,540,0,0,70,6,6,6,1,1,6,2,2,1,1,2
9174,19174,3,2,1,48,1,6,1,6,480,0,30,115,115,0,0,0,0,6,6,6,1,1,6,1,2,1,1,2
9175,19175,3,1,1,46,1,7,1,6,445,0,30,30,75,660,0,0,0,6,6,6,1,1,6,3,2,2,2,2
9176,19176,7,1,3,48,1,3,6,6,660,0,90,1200,0,0,0,0,0,6,2,2,2,2,6,8,1,1,2,2
9177,19177,1,1,6,35,1,3,1,3,495,0,25,790,85,180,275,0,180,1,2,1,1,2,1,7,2,1,1,2
9178,19178,2,2,6,59,1,6,2,3,660,0,135,1320,245,0,0,0,0,6,6,6,1,1,6,3,2,2,2,2
9179,19179,6,2,6,59,1,3,6,1,560,0,0,820,85,0,0,0,0,6,6,6,1,1,6,8,2,2,2,2
9180,19180,7,2,3,59,1,4,6,1,600,180,30,1230,0,0,0,0,0,6,2,2,2,2,6,1,2,1,2,2
9181,19181,2,2,6,24,1,1,2,4,525,60,30,885,0,0,0,0,0,6,2,2,2,2,6,3,2,1,1,1
9182,19182,6,2,1,35,1,4,3,6,480,115,180,105,30,0,0,0,0,6,2,2,2,2,6,8,2,2,2,2
9183,19183,3,1,5,35,1,1,2,2,600,10,0,1440,0,0,0,0,0,6,6,1,1,2,6,1,2,2,2,2
9184,19184,5,1,6,48,2,3,3,5,480,30,90,1205,45,360,0,0,0,6,6,6,1,1,6,8,1,1,2,2
9185,19185,2,1,1,24,1,2,2,6,570,0,300,0,50,0,0,0,0,6,6,6,1,1,6,2,2,2,2,2
9186,19186,5,1,5,11,3,1,1,6,420,0,50,1115,40,0,0,0,0,6,6,6,1,1,6,1,2,2,2,2
9187,19187,5,2,3,24,2,7,5,1,465,90,15,710,0,0,0,0,0,6,2,2,2,2,6,1,2,2,2,2
9188,19188,2,2,1,48,1,4,3,3,455,10,75,1365,0,775,0,0,0,6,2,2,2,2,6,2,2,2,1,1
9189,19189,3,2,6,24,1,7,1,6,480,30,105,630,110,0,0,0,0,6,6,6,1,1,6,8,2,2,2,2
9190,19190,6,1,1,24,1,6,6,6,530,0,100,1000,40,0,0,0,0,6,2,2,2,2,6,8,1,2,2,2
9191,19191,2,2,1,35,1,1,2,6,540,20,0,480,0,0,0,10,0,6,6,1,1,2,6,2,2,2,2,2
9192,19192,4,2,1,48,1,5,3,3,490,50,25,210,20,615,0,0,0,6,6,6,1,1,6,1,1,1,1,1
9193,19193,4,1,1,24,1,5,3,2,495,0,30,60,90,510,0,0,0,6,6,6,1,1,6,1,2,1,2,2
9194,19194,5,2,1,59,1,4,2,3,555,80,0,200,80,0,0,0,0,6,6,6,1,1,6,1,2,2,2,2
9195,19195,5,2,5,48,1,2,1,6,480,110,0,1440,20,570,0,0,0,6,6,6,1,1,6,1,1,2,1,2
9196,19196,4,1,1,10,2,4,1,3,490,30,210,220,0,0,0,0,0,6,2,2,2,2,6,8,2,2,1,1
9197,19197,4,2,6,12,1,2,6,1,480,60,40,1340,0,480,0,0,0,6,6,6,1,1,6,1,2,2,1,2
9198,19198,2,1,6,24,1,3,6,6,465,120,30,1440,40,0,0,0,0,6,1,1,1,2,6,1,2,2,2,2
9199,19199,2,2,1,59,1,2,2,1,510,0,90,540,0,300,0,0,0,6,2,1,1,2,6,3,2,2,2,2
9200,19200,5,2,3,46,2,5,2,6,375,0,0,765,65,375,0,0,0,6,6,6,1,1,6,1,1,2,2,2
9201,19201,7,2,3,59,1,4,6,6,540,0,240,1230,0,0,0,0,0,6,2,2,2,2,6,8,1,2,2,2
9202,19202,3,2,1,35,1,6,3,4,540,365,90,0,0,0,0,0,0,6,6,6,1,1,6,2,2,1,1,2
9203,19203,2,1,1,35,1,6,4,6,750,120,280,390,40,0,0,0,0,6,6,6,1,1,6,1,2,2,2,2
9204,19204,7,2,3,13,1,2,3,4,525,0,160,1170,0,0,0,0,0,6,2,2,2,2,6,8,1,2,2,2
9205,19205,5,2,1,35,1,4,3,6,450,120,30,30,0,0,0,0,0,6,2,2,2,2,6,1,2,2,2,2
9206,19206,1,1,6,48,1,2,2,3,570,40,150,1260,0,0,0,0,0,1,2,2,2,2,1,3,2,2,2,1
9207,19207,5,1,1,59,1,4,1,2,450,75,0,240,90,540,0,0,0,6,6,6,1,1,6,3,2,2,2,2
9208,19208,2,2,6,24,1,6,1,6,385,55,30,780,200,480,180,0,0,6,6,6,1,1,2,1,2,1,1,1
9209,19209,6,1,1,13,1,1,6,6,510,35,135,600,0,0,0,0,0,6,2,2,2,2,6,8,2,2,2,2
9210,19210,7,1,6,35,1,7,6,5,315,0,10,1440,0,0,0,0,0,6,2,2,2,2,6,8,2,2,2,2
9211,19211,2,2,6,24,1,3,2,3,450,60,120,690,20,0,0,0,0,6,2,1,1,2,6,1,2,1,1,1
9212,19212,5,2,1,35,1,3,1,3,1080,90,0,420,0,0,0,0,0,6,2,2,2,2,6,8,1,2,1,2
9213,19213,5,2,3,24,1,4,3,2,460,30,65,1075,15,0,0,0,0,6,2,1,1,2,6,1,1,2,2,2
9214,19214,4,2,6,35,2,4,1,3,460,60,40,970,130,470,0,0,0,6,6,6,1,1,6,8,2,1,1,2
9215,19215,2,1,1,47,1,6,1,6,390,30,0,660,30,510,0,0,360,6,6,6,1,1,1,1,1,1,2,2
9216,19216,5,2,1,12,1,2,5,6,775,50,0,345,60,0,0,0,0,6,2,1,1,2,6,1,2,2,2,2
9217,19217,2,1,1,10,1,4,3,5,600,60,60,1140,180,450,0,0,0,6,6,6,1,1,6,2,2,2,2,2
9218,19218,1,1,6,13,1,1,2,1,855,15,15,0,0,0,123,0,0,2,1,2,2,2,2,7,2,2,2,2
9219,19219,6,1,1,59,2,6,4,1,545,0,90,10,0,0,0,0,0,6,1,2,2,2,6,1,2,2,2,2
9220,19220,7,2,3,24,2,1,6,6,630,15,80,1380,0,0,0,0,0,6,2,2,2,2,6,8,2,2,2,2
9221,19221,3,2,1,46,1,7,1,3,500,90,0,35,95,425,0,0,0,6,6,6,1,1,6,1,2,1,1,1
9222,19222,5,2,1,35,1,6,2,2,720,75,70,45,0,0,0,0,0,6,2,2,2,2,6,2,2,2,1,1
9223,19223,5,1,1,59,1,99,3,3,500,0,70,170,20,480,120,0,0,6,6,6,1,1,6,1,2,2,1,2
9224,19224,5,2,1,24,1,2,4,6,630,40,200,955,30,0,0,0,0,6,2,2,2,2,6,1,2,2,2,2
9225,19225,5,1,1,13,1,7,1,5,270,0,350,290,20,650,0,0,0,6,6,6,1,1,6,1,1,2,2,2
9226,19226,5,1,2,35,1,7,4,3,470,120,0,535,60,0,0,0,60,6,2,2,2,2,6,8,2,2,2,2
9227,19227,5,1,1,35,1,3,2,6,530,0,150,280,180,0,0,0,0,6,2,2,2,2,6,1,2,2,2,2
9228,19228,5,2,5,46,1,3,3,1,210,90,150,1400,0,0,0,0,0,6,6,2,2,2,6,8,1,1,1,2
9229,19229,4,1,1,35,1,6,6,6,540,60,40,425,80,415,0,0,0,6,6,6,1,1,6,5,2,1,2,2
9230,19230,5,2,1,35,1,6,2,6,525,45,155,450,70,0,0,0,0,6,2,2,2,2,6,1,2,2,2,2
9231,19231,5,2,1,24,2,1,6,3,540,0,70,735,80,585,0,0,0,6,6,6,1,1,6,8,1,2,2,2
9232,19232,3,2,1,35,1,3,1,6,580,255,135,250,0,0,0,0,0,6,6,6,1,1,6,1,2,2,2,1
9233,19233,4,1,1,12,1,4,2,3,450,0,15,95,40,465,0,0,0,6,6,6,1,1,6,8,2,2,2,2
9234,19234,2,2,1,59,1,6,6,3,570,0,70,290,20,550,0,0,0,6,6,6,1,1,6,8,2,2,2,1
9235,19235,5,2,1,11,3,4,2,4,495,0,130,40,0,0,0,0,0,6,6,6,1,1,6,8,2,2,2,2
9236,19236,2,2,1,47,1,6,1,5,360,45,15,165,10,0,0,0,0,6,2,1,1,2,6,7,2,2,1,2
9237,19237,6,2,1,13,1,6,4,4,510,90,120,255,0,0,0,0,0,6,2,2,2,2,6,8,2,2,2,2
9238,19238,6,2,1,24,2,1,1,6,650,135,130,0,30,0,0,0,0,6,2,2,2,2,6,8,2,1,2,2
9239,19239,4,2,6,24,1,2,1,6,450,70,30,950,55,430,0,0,15,6,6,6,1,1,6,1,2,2,2,2
9240,19240,1,1,6,24,1,3,2,2,590,60,30,890,20,0,0,0,0,6,6,6,1,1,6,2,2,2,2,2
9241,19241,3,1,1,48,1,6,2,3,570,0,60,760,31,439,0,0,0,6,6,6,1,1,6,8,7,2,1,2
9242,19242,4,2,1,12,2,4,1,6,645,0,60,600,0,0,0,0,0,6,2,2,2,2,6,1,7,2,2,2
9243,19243,5,1,3,48,1,7,2,2,630,45,120,100,80,0,0,0,0,6,6,6,1,1,6,3,2,2,2,2
9244,19244,4,1,5,35,2,1,3,3,815,0,60,600,75,0,0,0,0,6,2,1,1,2,6,3,2,1,2,2
9245,19245,1,2,6,35,1,1,2,2,715,110,60,685,0,0,0,0,0,6,2,2,2,2,1,3,2,2,2,2
9246,19246,3,1,1,48,1,5,1,4,520,25,90,165,110,0,0,0,0,6,6,6,1,1,6,5,2,2,2,2
9247,19247,1,1,6,12,1,1,5,3,550,60,80,380,0,0,0,0,0,6,2,2,2,2,6,1,2,2,2,2
9248,19248,5,1,6,10,2,3,6,6,540,10,135,960,0,0,0,0,0,6,2,2,2,2,6,8,2,2,2,2
9249,19249,7,1,5,24,1,6,4,6,540,30,130,1440,50,0,0,0,0,6,2,2,2,2,6,1,2,2,2,2
9250,19250,6,1,1,10,2,1,6,3,450,0,120,190,80,0,0,0,0,6,2,2,2,2,6,8,2,2,2,2
9251,19251,7,2,3,24,2,6,2,5,400,0,45,580,60,0,0,0,0,6,2,2,2,2,6,8,2,2,2,2
9252,19252,2,2,2,35,1,7,2,6,475,120,30,40,120,0,0,0,0,6,2,1,1,2,1,2,2,2,2,2
9253,19253,3,2,1,24,1,4,2,4,540,0,60,165,0,405,0,0,0,6,6,6,1,1,6,8,1,2,2,2
9254,19254,1,1,6,47,1,1,2,3,410,0,90,440,0,0,0,0,0,1,2,2,2,2,1,7,2,2,2,2
9255,19255,1,2,6,59,1,2,4,2,460,0,0,730,45,530,0,0,0,6,2,1,1,2,6,8,2,2,2,2
9256,19256,4,2,1,35,1,1,3,4,540,175,0,515,125,0,0,0,0,6,2,1,1,2,6,8,2,2,2,2
9257,19257,2,2,6,10,1,2,3,6,720,75,30,720,60,0,0,0,0,6,2,2,2,2,6,1,1,2,2,2
9258,19258,4,2,2,13,1,3,3,3,590,0,50,280,40,370,0,0,0,6,6,6,1,1,6,8,2,2,2,1
9259,19259,3,1,1,12,2,2,2,2,630,0,40,70,20,600,0,0,0,6,6,6,1,1,6,1,2,2,1,2
9260,19260,3,1,1,59,1,99,1,3,680,85,170,55,0,0,0,0,0,6,9,9,2,2,6,99,9,9,9,9
9261,19261,7,2,4,48,1,1,4,1,450,45,125,1380,25,0,0,0,0,6,2,2,2,2,6,8,2,1,1,2
9262,19262,5,2,1,11,3,2,3,4,495,0,15,195,0,0,0,0,0,6,2,2,2,2,6,1,2,2,2,2
9263,19263,4,2,2,24,1,4,2,6,595,0,45,105,0,0,0,0,0,6,6,6,1,1,6,1,2,2,2,2
9264,19264,5,2,1,24,2,2,1,5,465,30,100,290,35,490,0,0,0,6,6,6,1,1,6,8,2,1,1,1
9265,19265,5,1,1,35,1,2,6,2,660,30,60,1140,0,0,0,0,0,6,2,2,2,2,6,8,2,2,1,2
9266,19266,2,2,1,35,1,4,3,6,435,55,0,335,40,370,0,0,0,6,6,6,1,1,6,2,2,2,2,2
9267,19267,1,2,6,59,1,2,1,1,550,0,30,0,0,0,0,0,0,1,2,2,2,2,6,8,2,2,2,1
9268,19268,2,1,6,48,1,3,3,2,570,0,60,1440,0,0,0,0,0,6,6,6,1,1,6,5,2,2,2,2
9269,19269,6,1,1,11,3,4,2,3,460,30,35,375,110,45,0,0,0,6,6,6,1,1,6,1,2,2,1,2
9270,19270,5,2,1,46,2,2,1,6,465,70,30,645,20,510,0,0,0,6,6,6,1,1,6,1,1,2,1,2
9271,19271,5,2,1,35,1,2,6,2,570,160,0,870,0,0,0,0,0,6,2,2,2,2,6,8,2,2,2,2
9272,19272,5,1,2,24,1,3,6,4,420,105,180,60,0,0,0,0,0,6,2,2,2,2,6,8,1,1,7,7
9273,19273,5,2,5,11,3,4,2,1,540,60,30,1440,20,170,0,0,0,6,6,6,1,1,6,1,1,1,1,2
9274,19274,7,2,1,24,1,1,1,2,595,75,55,100,0,0,0,0,0,6,2,2,2,2,6,8,2,1,2,2
9275,19275,6,1,1,24,1,2,6,2,605,120,205,210,20,0,0,0,0,6,2,2,2,2,6,8,2,1,2,2
9276,19276,7,2,3,35,1,4,2,6,540,145,75,1440,0,0,0,0,0,6,2,2,2,2,6,8,2,2,1,2
9277,19277,5,2,4,35,1,4,6,6,480,10,105,750,0,0,0,0,0,6,2,2,2,2,6,8,2,2,2,2
9278,19278,6,2,4,24,1,5,3,6,405,0,10,565,20,0,0,0,0,6,2,2,2,2,6,1,2,1,2,2
9279,19279,2,1,1,11,3,4,1,3,510,40,65,595,35,465,0,0,0,6,6,6,1,1,6,1,1,1,1,1
9280,19280,5,1,1,59,1,4,6,6,510,0,150,210,45,435,0,0,0,6,6,6,1,1,6,8,2,2,2,2
9281,19281,6,1,1,10,2,3,6,6,645,30,75,120,0,0,0,0,0,6,2,2,2,2,6,8,2,2,1,2
9282,19282,4,2,1,35,1,6,1,4,435,60,20,315,95,480,0,0,0,6,6,6,1,1,6,2,2,2,1,1
9283,19283,6,2,1,11,3,2,1,1,390,45,90,45,0,0,0,0,0,6,2,1,1,2,6,8,2,1,2,2
9284,19284,2,1,2,24,1,3,2,6,510,45,60,435,70,300,0,0,0,6,6,6,1,1,6,5,2,2,2,2
9285,19285,2,1,6,35,1,7,2,4,390,20,0,625,0,725,0,0,0,6,6,6,1,1,6,3,2,2,1,2
9286,19286,7,2,1,24,1,4,3,5,570,105,90,375,0,0,0,0,0,6,2,2,2,2,6,2,2,2,2,2
9287,19287,4,2,5,59,1,6,1,6,345,120,90,820,0,500,0,0,0,6,6,6,1,1,6,1,2,1,2,1
9288,19288,2,1,2,24,1,3,2,2,525,35,35,60,50,450,0,0,0,6,6,6,1,1,6,2,2,2,1,1
9289,19289,4,2,1,35,1,4,1,3,360,0,275,595,0,495,0,0,0,6,6,6,1,1,6,2,2,2,1,1
9290,19290,5,1,6,13,1,6,1,1,420,0,120,1160,45,260,0,0,0,6,6,6,1,1,6,2,2,2,2,2
9291,19291,6,2,1,35,2,2,1,6,510,15,135,655,20,170,0,0,0,6,2,1,1,2,6,8,1,2,7,2
9292,19292,2,2,1,46,2,4,4,6,675,0,60,0,0,0,0,0,0,6,6,6,1,1,6,1,2,1,1,1
9293,19293,7,2,4,35,1,1,4,6,495,10,120,1380,30,0,0,0,0,6,2,2,2,2,6,8,2,2,2,2
9294,19294,6,2,1,35,2,4,1,6,465,90,15,40,0,0,0,0,0,6,2,2,2,2,6,1,2,2,2,2
9295,19295,6,1,1,24,2,1,4,2,540,60,90,300,210,0,0,0,0,6,2,2,2,2,6,8,2,2,2,2
9296,19296,5,1,6,12,2,3,4,6,490,30,20,785,60,465,0,0,0,6,6,6,1,1,6,8,2,2,2,2
9297,19297,6,2,6,24,1,6,3,3,375,60,110,1110,150,235,0,0,0,6,2,1,1,2,6,1,2,1,2,2
9298,19298,4,1,1,35,2,7,1,5,560,0,30,510,30,0,0,0,0,6,2,2,2,2,6,8,2,1,2,2
9299,19299,1,1,6,35,1,2,1,6,450,0,0,1410,120,480,0,0,0,6,6,6,1,1,6,1,2,1,1,2
9300,19300,2,2,2,24,1,4,2,5,590,165,105,635,0,0,0,0,0,6,6,6,1,1,6,2,1,2,1,2
9301,19301,4,2,4,24,1,3,1,6,420,0,0,1110,0,0,0,0,0,6,6,6,1,1,6,1,2,1,1,2
9302,19302,4,2,6,10,1,4,1,5,430,60,30,1440,45,540,0,0,0,6,6,6,1,1,6,2,2,1,2,2
9303,19303,1,1,6,59,1,1,2,3,630,30,75,0,0,300,0,0,0,6,6,6,1,1,6,5,2,2,2,2
9304,19304,1,2,6,24,1,1,2,2,570,15,40,795,0,0,290,0,60,1,1,1,1,2,1,5,2,2,2,2
9305,19305,6,1,1,35,1,4,3,6,420,0,90,870,0,0,0,0,0,6,2,2,2,2,6,8,2,2,2,2
9306,19306,7,1,4,35,1,6,4,2,850,105,0,1440,0,0,0,0,0,6,2,2,2,2,6,8,2,2,7,2
9307,19307,5,2,3,35,1,2,1,6,585,60,30,960,45,480,0,0,0,6,6,6,1,1,6,8,2,2,2,1
9308,19308,3,2,1,35,1,7,5,5,570,0,120,930,0,510,0,0,0,6,6,6,1,1,6,1,2,2,2,2
9309,19309,2,2,2,46,1,4,1,4,665,100,0,140,110,440,0,0,0,6,6,6,1,1,6,2,2,2,2,1
9310,19310,6,2,1,35,1,7,2,6,540,210,60,60,60,0,0,0,0,6,2,2,2,2,6,1,2,2,2,2
9311,19311,5,2,1,13,1,2,3,4,450,0,0,30,0,485,0,0,0,6,6,6,1,1,6,8,2,2,2,2
9312,19312,5,2,3,35,1,1,4,3,560,10,90,1050,0,0,0,0,0,6,2,2,2,2,6,1,2,2,2,2
9313,19313,4,2,4,35,2,99,2,5,325,60,0,1200,95,540,0,0,0,6,9,9,2,2,6,99,9,9,9,9
9314,19314,4,1,1,35,1,2,3,5,710,0,30,140,0,0,0,0,0,6,6,6,1,1,6,1,1,2,2,2
9315,19315,7,2,1,35,1,1,6,3,600,10,25,295,0,0,0,0,0,6,2,2,2,2,6,8,2,2,2,2
9316,19316,6,1,1,24,1,4,6,6,505,60,60,410,60,0,0,0,0,6,2,1,1,2,6,8,2,1,2,2
9317,19317,5,1,1,47,1,3,4,4,600,0,150,570,0,0,0,0,0,6,6,6,1,1,6,8,2,1,1,2
9318,19318,7,2,6,47,1,1,3,6,465,30,75,1440,0,0,0,0,0,6,2,2,2,2,6,8,2,2,2,2
9319,19319,5,2,1,24,2,2,6,6,450,85,45,150,0,0,0,0,0,6,2,2,2,2,6,8,2,2,2,2
9320,19320,6,1,5,24,1,7,6,6,210,10,50,1190,45,0,0,0,0,6,2,2,2,2,6,8,2,2,2,2
9321,19321,6,2,3,47,2,2,6,6,525,0,60,1130,20,0,0,0,0,6,2,2,2,2,6,8,2,2,2,2
9322,19322,2,2,1,35,1,6,3,3,450,60,75,860,35,405,0,0,0,6,6,6,1,1,6,4,2,2,1,2
9323,19323,7,1,1,48,1,3,6,6,510,0,90,640,90,0,0,0,0,6,2,2,2,2,6,8,2,2,2,2
9324,19324,6,1,1,35,1,6,3,5,540,105,0,0,50,0,0,0,0,6,2,2,2,2,6,8,2,2,1,2
9325,19325,6,2,1,12,1,6,6,4,540,130,0,60,0,0,0,0,0,6,2,2,2,2,6,8,2,2,2,2
9326,19326,5,2,1,11,3,4,1,6,600,60,120,120,0,0,0,0,0,6,2,2,2,2,2,8,2,2,2,2
9327,19327,5,2,1,24,2,2,3,2,515,70,45,360,0,0,0,0,0,6,2,2,2,2,6,8,1,2,2,2
9328,19328,7,1,1,11,3,7,4,1,540,0,60,1180,60,0,0,0,0,6,2,2,2,2,6,1,2,2,2,2
9329,19329,2,1,6,35,1,4,1,4,360,45,0,660,90,690,0,0,0,6,6,6,1,1,6,1,2,1,1,2
9330,19330,7,1,4,24,1,3,4,4,530,60,90,1440,0,0,0,0,0,6,2,2,2,2,6,8,1,2,2,1
9331,19331,5,2,1,13,1,2,3,2,585,15,70,300,0,0,0,0,0,6,2,2,2,2,6,8,1,2,2,1
9332,19332,2,1,6,35,1,7,2,4,690,0,450,980,0,0,0,0,0,6,6,6,1,1,6,3,2,2,2,2
9333,19333,6,2,3,59,1,2,6,6,690,60,40,1440,0,0,0,0,0,6,2,2,2,2,6,8,2,2,2,2
9334,19334,6,2,3,46,1,1,6,3,525,215,75,1430,0,0,0,0,0,6,2,2,2,2,6,8,2,1,2,2
9335,19335,5,1,1,35,1,5,4,6,495,230,40,110,30,0,0,0,0,6,6,6,1,1,6,2,2,2,1,2
9336,19336,3,1,1,35,1,6,3,6,475,0,20,760,60,480,0,0,0,6,6,6,1,1,6,5,1,1,2,2
9337,19337,4,2,1,46,1,4,2,3,450,100,15,350,65,530,0,0,0,6,6,6,1,1,6,1,2,1,2,1
9338,19338,2,2,2,24,2,3,2,3,750,0,100,85,0,0,0,0,0,6,2,1,1,2,6,1,2,2,2,2
9339,19339,2,1,6,24,1,7,1,3,480,0,0,600,90,540,0,0,300,6,6,6,1,1,6,1,2,1,1,2
9340,19340,6,2,6,24,1,6,2,5,554,30,85,900,0,0,0,0,0,6,2,1,1,2,6,8,2,2,2,2
9341,19341,5,2,1,59,1,6,2,6,510,0,90,290,110,505,0,0,0,6,6,6,1,1,6,1,2,2,2,2
9342,19342,7,2,3,59,1,4,2,2,495,30,220,1170,55,0,0,0,0,6,2,2,2,2,6,8,2,2,2,2
9343,19343,5,2,1,59,1,1,2,6,480,30,60,60,40,580,0,0,0,6,6,6,1,1,6,8,2,2,2,2
9344,19344,2,2,1,13,2,2,1,6,510,15,30,15,115,0,0,0,0,6,6,6,1,1,6,5,1,2,2,1
