"id","ageGrp","sex","maritalStat","province","popCenter","eduLevel","feelRushed","extraTime","durSleep","durMealPrep","durEating","durAlone","durDriving","durWork","durShoolSite","durSchoolOnline","durStudy","MRW_20","MRW_30","MRW_40","worked12m","workedWeek","enrollStat","dailyTexts","timeSlowDown","timeWorkaholic","timeNotFamFriends","timeWantAlone","province_char","maritalStat_char","eduLevel_char","isFeelRushed"
10159,3,1,2,59,1,4,2,6,480,60,30,65,30,595,0,0,0,NA,NA,NA,1,1,NA,1,2,2,1,2,"BC","Living common-law","College, CEGEP, or other non-university certificate or dimploma",1
10160,5,1,1,12,1,1,6,2,450,95,0,465,85,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,"NS","Married","Less than high school dimploma or its equivalent",0
10161,3,1,6,35,1,7,1,6,540,0,180,1080,120,210,0,0,0,NA,NA,NA,1,1,NA,1,2,1,2,2,"ON","Single, never married","University certificate, diploma, degree above the BA level",1
10162,2,1,6,59,1,2,2,4,440,10,10,590,65,475,0,0,0,NA,NA,NA,1,1,NA,1,1,2,2,2,"BC","Single, never married","High school diploma or equivalency",1
10163,3,1,6,12,2,4,3,2,465,0,60,940,30,440,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2,"NS","Single, never married","College, CEGEP, or other non-university certificate or dimploma",1
10164,5,1,1,24,1,6,1,6,600,45,175,180,40,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2,"QC","Married","Bachelor's degree",1
10165,5,2,3,35,1,5,2,6,560,120,10,1380,20,0,0,0,0,NA,2,2,2,2,NA,8,2,2,1,2,"ON","Widowed","University certificate or dimploma below the bachelor's level",1
10166,3,2,1,12,1,6,1,3,360,60,30,510,120,480,0,0,0,NA,NA,NA,1,1,NA,1,2,1,1,2,"NS","Married","Bachelor's degree",1
10167,3,2,6,13,2,3,3,2,0,0,90,0,160,0,0,0,0,NA,NA,NA,1,1,2,4,2,2,1,2,"NB","Single, never married","Trade certificate or diploma",1
10168,4,2,1,35,1,7,1,6,520,0,45,40,95,425,0,0,0,NA,NA,NA,1,1,NA,1,1,2,2,2,"ON","Married","University certificate, diploma, degree above the BA level",1
10169,7,2,3,48,2,1,4,1,825,45,75,1300,0,0,0,0,0,NA,2,2,2,2,NA,8,1,1,2,1,"AB","Widowed","Less than high school dimploma or its equivalent",0
10170,6,1,3,11,3,3,6,2,635,30,40,1440,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,"PEI","Widowed","Trade certificate or diploma",0
10171,5,1,1,24,1,2,2,6,520,0,115,1030,305,410,0,0,0,NA,NA,NA,1,1,NA,2,2,1,2,2,"QC","Married","High school diploma or equivalency",1
10172,5,2,1,11,3,5,4,6,400,60,110,115,25,710,0,0,0,NA,NA,NA,1,1,NA,8,2,2,1,1,"PEI","Married","University certificate or dimploma below the bachelor's level",0
10173,7,1,1,24,1,4,6,2,560,35,80,1255,50,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,"QC","Married","College, CEGEP, or other non-university certificate or dimploma",0
10174,7,1,4,24,2,1,6,6,480,90,0,1440,40,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,"QC","Separated","Less than high school dimploma or its equivalent",0
10175,6,2,3,12,1,5,2,6,575,180,0,760,80,0,0,0,0,NA,2,2,2,2,NA,1,2,1,2,2,"NS","Widowed","University certificate or dimploma below the bachelor's level",1
10176,3,1,6,24,1,6,4,4,420,0,0,1440,0,0,0,0,0,NA,NA,NA,1,1,NA,8,2,1,2,2,"QC","Single, never married","Bachelor's degree",0
10177,4,1,5,59,1,3,2,3,405,0,180,750,55,720,0,0,0,NA,NA,NA,1,1,NA,1,1,2,1,1,"BC","Divorced","Trade certificate or diploma",1
10178,2,2,1,35,1,6,1,6,540,165,0,0,0,0,0,0,0,NA,NA,NA,1,1,NA,1,1,2,1,1,"ON","Married","Bachelor's degree",1
10179,1,1,6,35,1,3,2,1,495,0,30,790,0,0,380,0,0,1,1,2,2,2,1,6,2,2,1,2,"ON","Single, never married","Trade certificate or diploma",1
10180,6,2,3,11,3,1,6,3,360,135,20,1250,105,0,0,0,0,NA,2,1,1,2,NA,8,2,1,2,2,"PEI","Widowed","Less than high school dimploma or its equivalent",0
10181,3,1,1,48,2,4,2,6,695,150,55,150,210,0,0,0,0,NA,NA,NA,1,1,NA,1,1,2,1,2,"AB","Married","College, CEGEP, or other non-university certificate or dimploma",1
10182,4,2,1,13,1,2,3,5,420,0,50,30,0,0,0,0,0,NA,NA,NA,1,1,NA,1,1,2,2,2,"NB","Married","High school diploma or equivalency",1
10183,6,2,5,35,1,4,3,2,510,0,105,1170,95,135,0,0,0,NA,2,2,2,2,NA,2,2,2,2,2,"ON","Divorced","College, CEGEP, or other non-university certificate or dimploma",1
10184,2,1,2,35,1,6,2,6,395,45,45,720,30,660,0,0,0,NA,NA,NA,1,1,NA,2,2,1,1,2,"ON","Living common-law","Bachelor's degree",1
10185,6,2,1,35,1,4,3,3,545,70,150,135,80,0,0,0,0,NA,2,2,2,2,NA,1,2,1,2,2,"ON","Married","College, CEGEP, or other non-university certificate or dimploma",1
10186,3,2,1,35,1,7,1,3,370,0,115,725,70,550,0,0,0,NA,NA,NA,1,1,NA,3,2,2,1,1,"ON","Married","University certificate, diploma, degree above the BA level",1
10187,2,2,1,59,1,5,1,6,480,0,35,100,35,605,0,0,0,NA,NA,NA,1,1,NA,2,2,2,1,1,"BC","Married","University certificate or dimploma below the bachelor's level",1
10188,6,1,1,35,1,5,3,6,510,0,360,1440,0,570,0,0,0,NA,2,1,1,2,NA,1,2,2,2,2,"ON","Married","University certificate or dimploma below the bachelor's level",1
10189,6,1,1,13,1,3,6,5,435,0,75,215,20,470,0,0,0,NA,NA,NA,1,1,NA,8,1,2,2,2,"NB","Married","Trade certificate or diploma",0
10190,4,1,6,47,1,3,4,6,560,120,0,1440,10,540,0,0,0,NA,NA,NA,1,1,NA,8,2,2,2,1,"SK","Single, never married","Trade certificate or diploma",0
10191,1,1,6,10,1,1,3,4,660,40,0,960,0,0,0,0,0,1,1,2,2,2,1,1,2,2,1,2,"NL","Single, never married","Less than high school dimploma or its equivalent",1
10192,6,1,1,10,1,3,3,3,485,0,180,130,25,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,"NL","Married","Trade certificate or diploma",1
10193,7,1,6,48,1,6,3,5,660,75,0,1440,20,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,"AB","Single, never married","Bachelor's degree",1
10194,4,2,6,59,1,1,2,2,530,10,20,950,45,420,0,0,0,NA,NA,NA,1,1,NA,1,2,2,1,2,"BC","Single, never married","Less than high school dimploma or its equivalent",1
10195,6,2,1,47,2,2,4,3,690,0,30,0,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,"SK","Married","High school diploma or equivalency",0
10196,5,2,1,47,1,5,1,2,370,60,90,60,195,0,0,0,0,NA,2,2,2,2,NA,1,1,2,2,2,"SK","Married","University certificate or dimploma below the bachelor's level",1
10197,6,1,1,10,2,3,6,1,630,0,120,180,0,375,0,0,0,NA,NA,NA,1,1,NA,8,1,2,2,2,"NL","Married","Trade certificate or diploma",0
10198,2,1,2,35,1,5,1,6,420,0,120,110,0,545,0,0,0,NA,NA,NA,1,1,NA,1,2,1,1,1,"ON","Living common-law","University certificate or dimploma below the bachelor's level",1
10199,4,1,1,10,2,3,2,4,420,150,60,120,35,0,0,0,0,NA,NA,2,2,2,NA,2,1,1,1,2,"NL","Married","Trade certificate or diploma",1
10200,4,2,5,35,1,7,1,4,360,50,30,550,105,435,0,0,0,NA,NA,NA,1,1,NA,2,2,2,1,NA,"ON","Divorced","University certificate, diploma, degree above the BA level",1
10201,5,2,2,24,1,6,2,6,570,0,90,1120,60,0,0,0,0,NA,NA,NA,1,1,NA,8,1,2,2,2,"QC","Living common-law","Bachelor's degree",1
10202,3,2,1,10,2,5,1,6,625,120,75,440,60,0,0,0,0,NA,NA,NA,1,1,NA,8,2,2,1,2,"NL","Married","University certificate or dimploma below the bachelor's level",1
10203,2,1,6,35,1,7,4,1,600,0,15,815,0,480,0,0,0,NA,NA,NA,1,1,NA,5,2,2,1,2,"ON","Single, never married","University certificate, diploma, degree above the BA level",0
10204,7,2,3,11,3,6,3,6,540,30,190,1185,65,0,0,0,0,NA,2,2,2,2,NA,1,1,2,2,2,"PEI","Widowed","Bachelor's degree",1
10205,1,1,6,10,2,2,3,6,600,70,30,425,60,0,205,0,0,1,2,1,1,2,1,7,2,2,2,2,"NL","Single, never married","High school diploma or equivalency",1
10206,7,2,3,11,3,1,3,2,660,0,60,1410,30,0,0,0,0,NA,2,2,2,2,NA,8,2,1,2,2,"PEI","Widowed","Less than high school dimploma or its equivalent",1
10207,5,2,1,13,2,1,1,6,365,90,65,735,75,330,0,0,0,NA,NA,NA,1,1,NA,8,1,1,1,2,"NB","Married","Less than high school dimploma or its equivalent",1
10208,5,2,1,48,1,6,1,2,450,110,10,530,0,0,0,0,0,NA,2,2,2,2,NA,3,1,1,2,2,"AB","Married","Bachelor's degree",1
10209,6,1,1,35,1,3,6,2,510,0,40,400,325,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,"ON","Married","Trade certificate or diploma",0
10210,2,1,6,13,1,4,4,2,510,10,20,1440,0,0,0,0,0,NA,NA,NA,1,1,NA,1,2,1,2,2,"NB","Single, never married","College, CEGEP, or other non-university certificate or dimploma",0
10211,5,2,1,46,1,2,3,4,455,20,0,100,10,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2,"MB","Married","High school diploma or equivalency",1
10212,2,1,6,24,1,2,2,6,750,0,0,1280,10,0,0,0,0,NA,NA,NA,1,1,NA,6,2,1,1,1,"QC","Single, never married","High school diploma or equivalency",1
10213,3,2,6,35,1,4,6,6,765,60,15,810,30,180,0,0,0,NA,NA,NA,1,1,NA,5,2,2,2,1,"ON","Single, never married","College, CEGEP, or other non-university certificate or dimploma",0
10214,5,1,2,24,2,2,1,6,450,0,15,690,20,750,0,0,0,NA,NA,NA,1,1,NA,8,2,2,1,2,"QC","Living common-law","High school diploma or equivalency",1
10215,6,2,1,48,2,4,4,6,480,20,160,0,0,0,0,0,0,NA,2,2,2,2,NA,1,1,2,2,1,"AB","Married","College, CEGEP, or other non-university certificate or dimploma",0
10216,6,1,1,35,1,5,4,6,485,0,40,625,120,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,"ON","Married","University certificate or dimploma below the bachelor's level",0
10217,4,1,5,35,1,2,1,3,460,150,0,870,90,420,0,0,0,NA,NA,NA,1,1,NA,2,2,2,2,2,"ON","Divorced","High school diploma or equivalency",1
10218,3,1,1,59,1,2,2,6,735,20,0,75,40,510,0,0,0,NA,NA,NA,1,1,NA,1,1,2,2,1,"BC","Married","High school diploma or equivalency",1
10219,6,1,1,12,2,2,4,1,600,90,0,135,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,"NS","Married","High school diploma or equivalency",0
10220,2,2,6,47,1,6,2,3,480,0,0,1130,125,435,0,0,0,NA,NA,NA,1,1,NA,4,2,2,2,2,"SK","Single, never married","Bachelor's degree",1
10221,4,2,5,13,1,1,6,1,1070,30,10,1440,0,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2,"NB","Divorced","Less than high school dimploma or its equivalent",0
10222,6,2,1,24,2,2,1,6,300,150,110,135,0,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2,"QC","Married","High school diploma or equivalency",1
10223,6,1,6,24,1,2,3,6,525,15,195,1145,30,500,0,0,0,NA,NA,NA,1,1,NA,1,2,1,2,2,"QC","Single, never married","High school diploma or equivalency",1
10224,7,2,5,24,1,3,6,6,420,60,60,1350,100,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,"QC","Divorced","Trade certificate or diploma",0
10225,5,2,5,35,1,7,3,5,465,30,60,1110,150,0,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,1,"ON","Divorced","University certificate, diploma, degree above the BA level",1
10226,7,1,4,24,1,2,6,6,745,80,100,1440,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,"QC","Separated","High school diploma or equivalency",0
10227,6,2,6,59,1,4,2,2,480,20,75,1010,65,0,0,0,0,NA,2,2,2,2,NA,8,2,2,1,2,"BC","Single, never married","College, CEGEP, or other non-university certificate or dimploma",1
10228,5,2,1,35,2,3,3,6,480,0,70,250,70,265,0,0,0,NA,NA,NA,1,1,NA,1,2,2,1,NA,"ON","Married","Trade certificate or diploma",1
10229,2,2,1,59,1,2,1,4,540,0,30,550,0,0,0,0,0,NA,2,1,1,2,NA,7,2,1,2,2,"BC","Married","High school diploma or equivalency",1
10230,4,2,1,35,1,4,2,2,510,150,120,480,160,0,0,0,0,NA,NA,NA,1,1,NA,8,2,2,2,2,"ON","Married","College, CEGEP, or other non-university certificate or dimploma",1
10231,6,1,2,10,2,3,5,5,590,80,125,425,10,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,1,"NL","Living common-law","Trade certificate or diploma",0
10232,7,2,3,46,2,4,6,6,570,245,110,1440,20,0,0,0,0,NA,2,2,2,2,NA,8,1,2,2,2,"MB","Widowed","College, CEGEP, or other non-university certificate or dimploma",0
10233,4,2,6,35,1,6,1,5,540,60,0,1440,0,515,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2,"ON","Single, never married","Bachelor's degree",1
10234,6,1,1,12,2,2,6,4,290,0,75,360,180,0,0,0,0,NA,2,2,2,2,NA,8,2,1,2,2,"NS","Married","High school diploma or equivalency",0
10235,3,2,1,48,1,7,1,6,480,60,30,105,0,450,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,1,"AB","Married","University certificate, diploma, degree above the BA level",1
10236,2,1,6,35,1,7,2,6,390,70,0,1440,20,450,0,0,0,NA,NA,NA,1,1,2,1,2,2,2,2,"ON","Single, never married","University certificate, diploma, degree above the BA level",1
10237,7,2,3,10,1,5,4,3,595,15,130,1135,50,0,0,0,0,NA,2,2,2,2,NA,8,2,1,2,2,"NL","Widowed","University certificate or dimploma below the bachelor's level",0
10238,4,2,1,59,2,5,1,6,900,50,90,1440,0,0,0,0,0,NA,NA,NA,1,1,NA,2,2,2,1,2,"BC","Married","University certificate or dimploma below the bachelor's level",1
10239,6,2,3,10,1,3,6,2,420,0,60,1350,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,1,2,"NL","Widowed","Trade certificate or diploma",0
10240,3,2,1,46,1,6,1,1,660,0,0,0,0,470,0,0,0,NA,2,1,1,2,NA,1,2,1,2,2,"MB","Married","Bachelor's degree",1
10241,5,1,1,35,1,2,1,6,840,120,15,525,0,0,0,0,0,NA,2,2,2,2,NA,1,1,2,1,1,"ON","Married","High school diploma or equivalency",1
10242,5,2,5,10,1,6,2,6,535,20,90,840,40,470,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2,"NL","Divorced","Bachelor's degree",1
10243,1,1,6,10,1,3,2,2,430,0,60,0,80,0,0,0,0,NA,NA,NA,1,1,NA,7,2,2,2,2,"NL","Single, never married","Trade certificate or diploma",1
10244,2,1,2,11,3,3,2,4,920,60,15,25,25,240,0,0,0,NA,NA,NA,1,1,NA,1,2,NA,2,1,"PEI","Living common-law","Trade certificate or diploma",1
10245,5,1,1,13,2,2,6,3,720,60,40,425,0,0,0,0,0,NA,2,2,2,2,NA,8,2,1,2,2,"NB","Married","High school diploma or equivalency",0
10246,2,2,6,11,3,4,2,2,380,0,120,1035,50,0,0,0,0,NA,NA,NA,1,1,NA,3,2,2,1,2,"PEI","Single, never married","College, CEGEP, or other non-university certificate or dimploma",1
10247,5,1,6,59,1,2,5,5,510,20,30,1230,130,0,0,0,0,NA,2,2,2,2,NA,3,2,2,2,2,"BC","Single, never married","High school diploma or equivalency",0
10248,1,1,6,24,1,1,1,2,805,0,40,1410,0,0,0,0,0,NA,1,1,1,2,NA,2,2,1,2,2,"QC","Single, never married","Less than high school dimploma or its equivalent",1
10249,1,1,6,59,1,3,3,2,270,0,20,900,0,360,0,0,0,NA,NA,NA,1,1,NA,3,2,2,2,2,"BC","Single, never married","Trade certificate or diploma",1
10250,4,2,1,48,2,4,1,3,480,210,60,135,105,390,0,0,0,NA,2,1,1,2,NA,1,2,2,2,2,"AB","Married","College, CEGEP, or other non-university certificate or dimploma",1
10251,2,2,6,13,1,NA,1,3,40,0,0,155,55,795,340,0,35,1,2,1,1,2,1,2,1,1,1,1,"NB","Single, never married",NA,1
10252,6,1,1,24,1,4,1,1,660,420,0,0,0,0,0,0,0,NA,NA,NA,1,1,NA,8,1,1,1,1,"QC","Married","College, CEGEP, or other non-university certificate or dimploma",1
10253,2,1,6,12,1,6,2,3,520,45,0,80,45,450,0,0,0,NA,NA,NA,1,1,NA,6,2,2,2,1,"NS","Single, never married","Bachelor's degree",1
10254,3,2,2,24,1,3,1,6,510,50,150,0,0,0,0,0,0,NA,NA,NA,1,1,NA,2,2,2,1,1,"QC","Living common-law","Trade certificate or diploma",1
10255,3,2,2,24,1,6,2,5,560,135,30,420,0,425,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2,"QC","Living common-law","Bachelor's degree",1
10256,6,2,1,13,1,3,6,3,450,25,10,785,30,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,"NB","Married","Trade certificate or diploma",0
10257,3,1,1,59,1,4,3,5,625,0,80,35,35,300,0,0,0,NA,NA,NA,1,1,NA,2,2,2,2,2,"BC","Married","College, CEGEP, or other non-university certificate or dimploma",1
10258,1,1,6,48,1,1,4,2,630,90,60,660,0,0,0,0,0,NA,NA,1,1,2,NA,1,1,2,2,1,"AB","Single, never married","Less than high school dimploma or its equivalent",0
10259,1,2,6,24,1,2,2,6,370,0,0,610,5,480,0,0,0,NA,NA,NA,1,1,1,7,1,2,1,1,"QC","Single, never married","High school diploma or equivalency",1
10260,4,2,1,10,1,4,1,6,435,50,85,285,50,0,0,0,0,NA,NA,NA,1,1,2,1,2,2,1,1,"NL","Married","College, CEGEP, or other non-university certificate or dimploma",1
10261,3,1,6,35,1,2,4,3,660,180,40,1320,140,0,0,0,0,NA,NA,NA,1,1,NA,1,2,1,2,2,"ON","Single, never married","High school diploma or equivalency",0
10262,1,2,6,35,1,6,2,5,390,0,10,380,0,420,0,0,0,NA,NA,NA,1,1,NA,7,2,2,2,2,"ON","Single, never married","Bachelor's degree",1
10263,5,2,1,35,1,2,6,6,540,55,45,210,0,75,0,0,0,NA,NA,NA,1,1,NA,8,2,2,2,2,"ON","Married","High school diploma or equivalency",0
10264,2,1,1,48,1,6,2,3,255,75,0,0,105,435,0,0,0,NA,NA,NA,1,1,NA,1,2,2,1,1,"AB","Married","Bachelor's degree",1
10265,2,2,6,35,1,6,1,6,390,20,40,950,205,450,0,0,0,NA,NA,NA,1,1,NA,2,2,2,1,1,"ON","Single, never married","Bachelor's degree",1
10266,7,1,1,35,1,1,1,6,360,45,0,1320,105,420,0,0,0,NA,NA,NA,1,1,NA,8,2,2,2,2,"ON","Married","Less than high school dimploma or its equivalent",1
10267,6,1,6,24,2,3,2,4,680,0,290,1020,50,0,0,0,0,NA,NA,NA,1,1,NA,8,1,2,2,2,"QC","Single, never married","Trade certificate or diploma",1
10268,5,2,1,13,2,2,2,4,490,135,165,535,60,0,0,0,0,NA,2,2,2,2,NA,1,2,2,1,2,"NB","Married","High school diploma or equivalency",1
10269,3,2,2,24,2,6,2,4,570,0,180,465,195,150,0,0,0,NA,NA,NA,1,1,NA,1,2,1,1,1,"QC","Living common-law","Bachelor's degree",1
10270,2,2,1,59,1,6,2,6,600,0,80,1230,10,680,0,0,0,NA,NA,NA,1,1,NA,1,1,2,1,2,"BC","Married","Bachelor's degree",1
10271,2,1,6,24,1,NA,3,3,425,145,120,655,70,495,0,0,0,NA,NA,NA,1,1,NA,2,2,2,1,2,"QC","Single, never married",NA,1
10272,4,1,6,10,2,1,1,6,550,40,65,1320,20,0,0,0,0,NA,NA,NA,1,1,NA,1,2,1,1,2,"NL","Single, never married","Less than high school dimploma or its equivalent",1
10273,7,1,3,59,1,2,2,6,585,60,105,960,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,"BC","Widowed","High school diploma or equivalency",1
10274,5,1,1,35,1,6,2,2,390,60,90,120,0,450,0,0,0,NA,NA,NA,1,1,NA,1,2,2,1,2,"ON","Married","Bachelor's degree",1
10275,2,2,1,35,2,4,3,6,530,175,0,55,0,0,0,0,0,NA,2,2,2,2,NA,2,2,2,2,2,"ON","Married","College, CEGEP, or other non-university certificate or dimploma",1
10276,7,2,3,11,3,1,6,6,725,45,130,955,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,1,2,"PEI","Widowed","Less than high school dimploma or its equivalent",0
10277,3,2,2,24,1,6,1,6,495,30,80,360,20,0,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,1,"QC","Living common-law","Bachelor's degree",1
10278,6,2,1,12,2,1,4,5,525,15,95,605,0,0,0,0,0,NA,2,1,1,2,NA,8,2,2,2,2,"NS","Married","Less than high school dimploma or its equivalent",0
10279,3,2,1,12,1,3,1,4,520,180,0,0,10,0,0,0,0,NA,NA,NA,1,1,NA,3,1,1,1,1,"NS","Married","Trade certificate or diploma",1
10280,5,2,1,47,2,6,3,6,490,350,30,495,0,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2,"SK","Married","Bachelor's degree",1
10281,5,1,1,12,2,3,3,6,430,30,90,210,0,0,0,0,0,NA,2,2,2,2,NA,2,2,1,2,2,"NS","Married","Trade certificate or diploma",1
10282,6,2,5,59,1,5,2,2,510,60,165,1290,90,0,0,0,0,NA,2,2,2,2,2,3,2,2,1,2,"BC","Divorced","University certificate or dimploma below the bachelor's level",1
10283,7,2,6,24,2,2,2,6,570,120,45,315,30,0,0,0,0,NA,2,2,2,2,NA,8,1,2,2,1,"QC","Single, never married","High school diploma or equivalency",1
10284,5,1,1,35,2,7,2,6,525,0,180,0,0,0,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2,"ON","Married","University certificate, diploma, degree above the BA level",1
10285,2,2,6,10,1,1,3,1,600,105,85,200,0,0,0,0,0,NA,1,2,2,2,NA,7,2,1,1,1,"NL","Single, never married","Less than high school dimploma or its equivalent",1
10286,5,2,3,47,1,2,3,6,460,60,80,1190,50,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2,"SK","Widowed","High school diploma or equivalency",1
10287,5,1,1,11,3,4,2,3,210,60,10,500,35,325,0,0,0,NA,NA,NA,1,1,NA,2,2,1,2,1,"PEI","Married","College, CEGEP, or other non-university certificate or dimploma",1
10288,1,1,6,59,1,2,1,5,360,0,180,1260,50,480,0,0,100,NA,NA,NA,1,1,NA,1,2,1,2,1,"BC","Single, never married","High school diploma or equivalency",1
10289,4,1,1,10,1,4,3,6,735,60,90,525,40,0,0,0,0,NA,NA,NA,1,1,NA,3,2,1,2,2,"NL","Married","College, CEGEP, or other non-university certificate or dimploma",1
10290,3,1,2,24,1,NA,1,6,585,0,30,140,85,540,0,0,0,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,"QC","Living common-law",NA,1
10291,1,1,6,35,1,2,4,3,450,0,40,1105,0,0,220,0,30,1,2,2,2,2,1,1,2,2,NA,1,"ON","Single, never married","High school diploma or equivalency",0
10292,2,2,6,35,1,4,2,5,450,0,0,710,40,700,0,0,0,NA,NA,NA,1,1,NA,3,1,2,2,2,"ON","Single, never married","College, CEGEP, or other non-university certificate or dimploma",1
10293,5,2,1,48,1,6,1,6,345,45,0,875,80,555,0,0,0,NA,NA,NA,1,1,NA,8,2,2,1,1,"AB","Married","Bachelor's degree",1
10294,5,2,1,12,1,1,2,3,510,0,35,880,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,"NS","Married","Less than high school dimploma or its equivalent",1
10295,4,2,1,48,2,6,1,4,480,15,115,15,5,555,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2,"AB","Married","Bachelor's degree",1
10296,5,2,1,35,2,4,1,5,390,120,105,60,30,0,0,0,0,NA,2,1,1,2,NA,1,2,2,2,2,"ON","Married","College, CEGEP, or other non-university certificate or dimploma",1
10297,5,2,6,59,1,4,2,2,825,0,0,1380,0,0,0,0,0,NA,2,2,2,2,NA,1,1,2,2,2,"BC","Single, never married","College, CEGEP, or other non-university certificate or dimploma",1
10298,5,2,1,35,1,NA,2,2,575,80,50,540,0,180,0,0,0,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,"ON","Married",NA,1
10299,6,2,3,24,1,1,6,2,540,90,20,1440,0,0,0,0,0,NA,2,2,2,2,NA,8,1,2,2,2,"QC","Widowed","Less than high school dimploma or its equivalent",0
10300,5,2,6,12,1,7,5,6,480,30,250,1090,200,0,0,0,0,NA,2,2,2,2,NA,1,1,2,2,2,"NS","Single, never married","University certificate, diploma, degree above the BA level",0
10301,3,2,1,47,2,7,1,6,465,45,50,30,20,500,0,0,0,NA,NA,NA,1,1,NA,1,2,1,2,2,"SK","Married","University certificate, diploma, degree above the BA level",1
10302,6,1,1,13,2,1,6,6,510,0,135,105,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,"NB","Married","Less than high school dimploma or its equivalent",0
10303,5,1,6,10,1,6,3,2,525,100,0,1440,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,1,2,"NL","Single, never married","Bachelor's degree",1
10304,2,2,1,59,1,4,1,3,570,0,0,520,20,0,0,0,0,NA,2,2,2,2,NA,6,2,1,1,2,"BC","Married","College, CEGEP, or other non-university certificate or dimploma",1
10305,5,1,1,12,2,4,2,2,420,95,105,635,50,0,0,0,0,NA,2,1,1,2,NA,8,1,2,1,2,"NS","Married","College, CEGEP, or other non-university certificate or dimploma",1
10306,4,1,1,35,1,2,2,6,380,0,30,70,10,600,0,0,0,NA,NA,NA,1,1,NA,8,2,2,2,2,"ON","Married","High school diploma or equivalency",1
10307,3,1,2,24,1,6,1,4,465,0,60,370,0,0,0,0,0,NA,NA,NA,1,1,NA,1,2,2,1,2,"QC","Living common-law","Bachelor's degree",1
10308,4,2,5,46,1,2,2,3,1110,0,10,1440,0,0,0,0,0,NA,NA,NA,1,1,NA,8,2,2,1,2,"MB","Divorced","High school diploma or equivalency",1
10309,1,2,6,13,2,2,2,6,570,0,80,820,65,410,0,0,0,NA,NA,NA,1,1,NA,2,2,2,2,1,"NB","Single, never married","High school diploma or equivalency",1
10310,2,1,1,46,2,3,2,4,500,60,115,145,0,0,0,0,0,NA,NA,NA,1,1,NA,1,2,1,1,2,"MB","Married","Trade certificate or diploma",1
10311,1,1,6,35,1,1,2,1,720,0,0,1440,0,0,0,0,0,1,1,2,2,2,1,7,2,2,2,2,"ON","Single, never married","Less than high school dimploma or its equivalent",1
10312,2,2,1,48,1,1,1,6,510,60,45,30,75,0,0,0,0,NA,2,2,2,2,NA,1,1,2,1,1,"AB","Married","Less than high school dimploma or its equivalent",1
10313,3,2,1,35,1,6,1,5,540,45,100,100,45,445,0,0,0,NA,NA,NA,1,1,NA,2,1,2,1,1,"ON","Married","Bachelor's degree",1
10314,4,2,1,24,1,2,2,5,470,90,165,200,0,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2,"QC","Married","High school diploma or equivalency",1
10315,1,2,6,35,1,2,2,6,485,100,0,1005,0,0,0,0,565,1,2,1,1,2,1,7,1,1,1,2,"ON","Single, never married","High school diploma or equivalency",1
10316,4,1,1,13,2,3,2,6,480,60,120,35,150,0,0,0,0,NA,2,1,1,2,NA,1,2,2,2,2,"NB","Married","Trade certificate or diploma",1
10317,1,2,6,48,1,6,4,3,600,25,30,710,0,420,0,0,0,NA,NA,NA,1,1,NA,5,2,1,2,2,"AB","Single, never married","Bachelor's degree",0
